id,name_display,gif_url,body_part_raw,equipment_raw,target_raw,name_norm,body_part_group,equipment_group,target_group,movement_pattern,exercise_type,compound,unilateral,experience_min,skill_score,fatigue_score,time_per_set_sec,rest_time_sec,warmup_time_sec,default_sets_beginner,default_sets_intermediate,default_sets_advanced,default_reps_beginner,default_reps_intermediate,default_reps_advanced,estimated_total_time_beginner_sec
1,3/4 sit-up,https://v2.exercisedb.io/image/MOnK4iG0MEt9h8,waist,body weight,abs,3_4_sit_up,waist,bodyweight,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
2,45° side bend,https://v2.exercisedb.io/image/PERWLDGUxVbpHS,waist,body weight,abs,45_side_bend,waist,bodyweight,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
3,air bike,https://v2.exercisedb.io/image/PLr4yo3j-f1amp,waist,body weight,abs,air_bike,waist,bodyweight,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
1512,all fours squad stretch,https://v2.exercisedb.io/image/XPQwM7HECjgNFE,upper legs,body weight,quads,all_fours_squad_stretch,upper_legs,bodyweight,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
6,alternate heel touchers,https://v2.exercisedb.io/image/5nYph4eUGNiEdf,waist,body weight,abs,alternate_heel_touchers,waist,bodyweight,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
7,alternate lateral pulldown,https://v2.exercisedb.io/image/Az5UYVYNa4j-oS,back,cable,lats,alternate_lateral_pulldown,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1368,ankle circles,https://v2.exercisedb.io/image/ivmTcSJsMlXJeK,lower legs,body weight,calves,ankle_circles,lower legs,bodyweight,upper_legs,general,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
3293,archer pull up,https://v2.exercisedb.io/image/LSBkdKcbK4xj8n,back,body weight,lats,archer_pull_up,back,bodyweight,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
3294,archer push up,https://v2.exercisedb.io/image/GSjHZGSiL1VbQ7,chest,body weight,pectorals,archer_push_up,chest,bodyweight,chest,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
2355,arm slingers hanging bent knee legs,https://v2.exercisedb.io/image/osybi41Me6RFK2,waist,body weight,abs,arm_slingers_hanging_bent_knee_legs,waist,bodyweight,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
2333,arm slingers hanging straight legs,https://v2.exercisedb.io/image/yzS2EjySGDLmhh,waist,body weight,abs,arm_slingers_hanging_straight_legs,waist,bodyweight,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
3214,arms apart circular toe touch (male),https://v2.exercisedb.io/image/sGs-MoFgyniLX4,upper legs,body weight,glutes,arms_apart_circular_toe_touch_male,upper_legs,bodyweight,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
3204,arms overhead full sit-up (male),https://v2.exercisedb.io/image/WzINsIEOqFbBXG,waist,body weight,abs,arms_overhead_full_sit_up_male,waist,bodyweight,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
9,assisted chest dip (kneeling),https://v2.exercisedb.io/image/AbxK1fjW5YdIBj,chest,leverage machine,pectorals,assisted_chest_dip_kneeling,chest,machine,chest,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
11,assisted hanging knee raise,https://v2.exercisedb.io/image/dgsJoe9nZI6G3Z,waist,assisted,abs,assisted_hanging_knee_raise,waist,machine,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
10,assisted hanging knee raise with throw down,https://v2.exercisedb.io/image/apDkfV7kzgRGlV,waist,assisted,abs,assisted_hanging_knee_raise_with_throw_down,waist,machine,waist,core,core,TRUE,FALSE,intermediate,6,7,40,30,60,2,3,3,10-15,10-20,12-25,200
1708,assisted lying calves stretch,https://v2.exercisedb.io/image/FHWElls92kFz7u,lower legs,assisted,calves,assisted_lying_calves_stretch,lower legs,machine,upper_legs,general,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1709,assisted lying glutes stretch,https://v2.exercisedb.io/image/pIPCvG-7PYwJyb,upper legs,assisted,glutes,assisted_lying_glutes_stretch,upper_legs,machine,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1710,assisted lying gluteus and piriformis stretch,https://v2.exercisedb.io/image/re-rcIyamJTP9k,upper legs,assisted,glutes,assisted_lying_gluteus_and_piriformis_stretch,upper_legs,machine,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
12,assisted lying leg raise with lateral throw down,https://v2.exercisedb.io/image/tcoPW9l8mI0o23,waist,assisted,abs,assisted_lying_leg_raise_with_lateral_throw_down,waist,machine,waist,core,core,TRUE,FALSE,intermediate,6,7,40,30,60,2,3,3,10-15,10-20,12-25,200
13,assisted lying leg raise with throw down,https://v2.exercisedb.io/image/bB-NQ-AJzljNQK,waist,assisted,abs,assisted_lying_leg_raise_with_throw_down,waist,machine,waist,core,core,TRUE,FALSE,intermediate,6,7,40,30,60,2,3,3,10-15,10-20,12-25,200
14,assisted motion russian twist,https://v2.exercisedb.io/image/QnFyADdqWwnFB5,waist,medicine ball,abs,assisted_motion_russian_twist,waist,medicine ball,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
15,assisted parallel close grip pull-up,https://v2.exercisedb.io/image/dV2Lj3p2pfkt4c,back,leverage machine,lats,assisted_parallel_close_grip_pull_up,back,machine,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
16,assisted prone hamstring,https://v2.exercisedb.io/image/ytpSbFtNhvVICC,upper legs,assisted,hamstrings,assisted_prone_hamstring,upper_legs,machine,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1713,assisted prone lying quads stretch,https://v2.exercisedb.io/image/s55xDjQ5-0dYhP,upper legs,assisted,quads,assisted_prone_lying_quads_stretch,upper_legs,machine,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1714,assisted prone rectus femoris stretch,https://v2.exercisedb.io/image/KVV3sh0QGYv-NJ,waist,assisted,abs,assisted_prone_rectus_femoris_stretch,waist,machine,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
17,assisted pull-up,https://v2.exercisedb.io/image/rFSbsEA3x-wTKy,back,leverage machine,lats,assisted_pull_up,back,machine,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1716,assisted seated pectoralis major stretch with stability ball,https://v2.exercisedb.io/image/V4PlYYE0rlK7tY,chest,assisted,pectorals,assisted_seated_pectoralis_major_stretch_with_stability_ball,chest,machine,chest,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1712,assisted side lying adductor stretch,https://v2.exercisedb.io/image/OZz8IVRYN5EMiU,upper legs,assisted,adductors,assisted_side_lying_adductor_stretch,upper_legs,machine,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1758,assisted sit-up,https://v2.exercisedb.io/image/XlUw13FKk3bpyO,waist,assisted,abs,assisted_sit_up,waist,machine,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
1431,assisted standing chin-up,https://v2.exercisedb.io/image/iD6I6vHUV4flxZ,back,leverage machine,lats,assisted_standing_chin_up,back,machine,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1432,assisted standing pull-up,https://v2.exercisedb.io/image/FBiUSf5E1HdC7s,back,leverage machine,lats,assisted_standing_pull_up,back,machine,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
18,assisted standing triceps extension (with towel),https://v2.exercisedb.io/image/qnqFpisTx9R-gB,upper arms,assisted,triceps,assisted_standing_triceps_extension_with_towel,upper_arms,machine,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
19,assisted triceps dip (kneeling),https://v2.exercisedb.io/image/Wr9I3UD5-miI3Y,upper arms,leverage machine,triceps,assisted_triceps_dip_kneeling,upper_arms,machine,upper_arms,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
2364,assisted wide-grip chest dip (kneeling),https://v2.exercisedb.io/image/9RWiaQoGBGogXv,chest,leverage machine,pectorals,assisted_wide_grip_chest_dip_kneeling,chest,machine,chest,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
3220,astride jumps (male),https://v2.exercisedb.io/image/GzvxMK5EkJ6H43,cardio,body weight,cardiovascular system,astride_jumps_male,cardio,bodyweight,cardiovascular system,cardio,cardio,FALSE,FALSE,beginner,3,5,300,30,180,1,1,1,10-20 min,15-30 min,20-45 min,510
3672,back and forth step,https://v2.exercisedb.io/image/akGmnMj1gqgJU3,cardio,body weight,cardiovascular system,back_and_forth_step,cardio,bodyweight,cardiovascular system,cardio,cardio,FALSE,FALSE,beginner,3,5,300,30,180,1,1,1,10-20 min,15-30 min,20-45 min,510
1314,back extension on exercise ball,https://v2.exercisedb.io/image/ukCeypFhLV0YC6,back,stability ball,spine,back_extension_on_exercise_ball,back,ball,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
3297,back lever,https://v2.exercisedb.io/image/tbNQwmPPyh4Eds,back,body weight,upper back,back_lever,back,bodyweight,upper back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1405,back pec stretch,https://v2.exercisedb.io/image/RWvKeWqoM6lpAb,back,body weight,lats,back_pec_stretch,back,bodyweight,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1473,backward jump,https://v2.exercisedb.io/image/HHJUonCfKdoEpz,upper legs,body weight,quads,backward_jump,upper_legs,bodyweight,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
20,balance board,https://v2.exercisedb.io/image/WDnFXk4aWMCJJi,upper legs,body weight,quads,balance_board,upper_legs,bodyweight,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
968,band alternating biceps curl,https://v2.exercisedb.io/image/y5DNwJsa0ZCGV3,upper arms,band,biceps,band_alternating_biceps_curl,upper_arms,bands,upper_arms,upper_body,strength,FALSE,TRUE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
969,band alternating v-up,https://v2.exercisedb.io/image/3aZxWHvfEhzXVc,waist,band,abs,band_alternating_v_up,waist,bands,waist,core,core,FALSE,TRUE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
970,band assisted pull-up,https://v2.exercisedb.io/image/dskU4kGOd518yz,back,band,lats,band_assisted_pull_up,back,bands,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
971,band assisted wheel rollerout,https://v2.exercisedb.io/image/G-DQIUeMowP21I,waist,band,abs,band_assisted_wheel_rollerout,waist,bands,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
1254,band bench press,https://v2.exercisedb.io/image/oyWqo0D8zSMbyD,chest,band,pectorals,band_bench_press,chest,bands,chest,upper_body,strength,TRUE,FALSE,beginner,4,7,40,90,180,3,4,5,08-12,06-10,04-08,570
980,band bent-over hip extension,https://v2.exercisedb.io/image/IqkGQertTRdlLS,upper legs,band,glutes,band_bent_over_hip_extension,upper_legs,bands,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
972,band bicycle crunch,https://v2.exercisedb.io/image/TLPldSbVb1qVb6,waist,band,abs,band_bicycle_crunch,waist,bands,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
974,band close-grip pulldown,https://v2.exercisedb.io/image/swRMjq6S04wu03,back,band,lats,band_close_grip_pulldown,back,bands,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
975,band close-grip push-up,https://v2.exercisedb.io/image/bepXYwVrQpSP7W,upper arms,band,triceps,band_close_grip_push_up,upper_arms,bands,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
976,band concentration curl,https://v2.exercisedb.io/image/-FDJYdjMlHuHvl,upper arms,band,biceps,band_concentration_curl,upper_arms,bands,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
3117,band fixed back close grip pulldown,https://v2.exercisedb.io/image/5GaQGExwrKb3Fc,back,band,lats,band_fixed_back_close_grip_pulldown,back,bands,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
3116,band fixed back underhand pulldown,https://v2.exercisedb.io/image/GMidnBMq5aUiEa,back,band,lats,band_fixed_back_underhand_pulldown,back,bands,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
977,band front lateral raise,https://v2.exercisedb.io/image/Lnwg2eVOyiGGH1,shoulders,band,delts,band_front_lateral_raise,shoulders,bands,shoulders,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
978,band front raise,https://v2.exercisedb.io/image/jbfxRRc0JKrcCT,shoulders,band,delts,band_front_raise,shoulders,bands,shoulders,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1408,band hip lift,https://v2.exercisedb.io/image/KdWV-YloMq0lm9,upper legs,band,glutes,band_hip_lift,upper_legs,bands,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
979,band horizontal pallof press,https://v2.exercisedb.io/image/56aCylySUzvGs1,waist,band,abs,band_horizontal_pallof_press,waist,bands,waist,core,core,TRUE,FALSE,beginner,4,7,40,30,60,2,3,3,10-15,10-20,12-25,200
981,band jack knife sit-up,https://v2.exercisedb.io/image/b1YfIUjoDdQK8u,waist,band,abs,band_jack_knife_sit_up,waist,bands,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
983,band kneeling one arm pulldown,https://v2.exercisedb.io/image/JQVOWrxtB2giPX,back,band,lats,band_kneeling_one_arm_pulldown,back,bands,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
985,band kneeling twisting crunch,https://v2.exercisedb.io/image/Wdw0k2yOFiVj8G,waist,band,abs,band_kneeling_twisting_crunch,waist,bands,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
984,band lying hip internal rotation,https://v2.exercisedb.io/image/jWZdVY1StuoGvO,upper legs,band,glutes,band_lying_hip_internal_rotation,upper_legs,bands,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1002,band lying straight leg raise,https://v2.exercisedb.io/image/gHDAaME6JOJp6l,waist,band,abs,band_lying_straight_leg_raise,waist,bands,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
986,band one arm overhead biceps curl,https://v2.exercisedb.io/image/FwI2FmWyR25JVQ,upper arms,band,biceps,band_one_arm_overhead_biceps_curl,upper_arms,bands,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
987,band one arm single leg split squat,https://v2.exercisedb.io/image/R6UsFbw3QI464s,upper legs,band,quads,band_one_arm_single_leg_split_squat,upper_legs,bands,upper_legs,lower_body,strength,TRUE,FALSE,beginner,4,9,40,90,180,3,4,5,08-12,06-10,04-08,570
988,band one arm standing low row,https://v2.exercisedb.io/image/tToiFlCsLyrHUn,back,band,upper back,band_one_arm_standing_low_row,back,bands,upper back,upper_body,strength,TRUE,FALSE,beginner,4,7,40,90,180,3,4,5,08-12,06-10,04-08,570
989,band one arm twisting chest press,https://v2.exercisedb.io/image/DTf-uZqoHjtf1-,chest,band,pectorals,band_one_arm_twisting_chest_press,chest,bands,chest,upper_body,strength,TRUE,FALSE,beginner,4,7,40,90,180,3,4,5,08-12,06-10,04-08,570
990,band one arm twisting seated row,https://v2.exercisedb.io/image/2nRcOE7GfIEp8i,back,band,upper back,band_one_arm_twisting_seated_row,back,bands,upper back,upper_body,strength,TRUE,FALSE,beginner,4,7,40,90,180,3,4,5,08-12,06-10,04-08,570
991,band pull through,https://v2.exercisedb.io/image/6T-OLH3UheXIkr,upper legs,band,glutes,band_pull_through,upper_legs,bands,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
992,band push sit-up,https://v2.exercisedb.io/image/laNCbGnyNwVNGe,waist,band,abs,band_push_sit_up,waist,bands,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
993,band reverse fly,https://v2.exercisedb.io/image/1Tsu9UbqOeYcwr,shoulders,band,delts,band_reverse_fly,shoulders,bands,shoulders,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
994,band reverse wrist curl,https://v2.exercisedb.io/image/sP6B0BzyAwnsyC,lower arms,band,forearms,band_reverse_wrist_curl,lower_arms,bands,lower_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
996,band seated hip internal rotation,https://v2.exercisedb.io/image/lC5PrlCnred180,upper legs,band,glutes,band_seated_hip_internal_rotation,upper_legs,bands,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1011,band seated twist,https://v2.exercisedb.io/image/xXUUFZnjEZpSto,waist,band,abs,band_seated_twist,waist,bands,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
997,band shoulder press,https://v2.exercisedb.io/image/t9gbH8wqasEmb0,shoulders,band,delts,band_shoulder_press,shoulders,bands,shoulders,upper_body,strength,TRUE,FALSE,beginner,4,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1018,band shrug,https://v2.exercisedb.io/image/IQa5iTUWR-3zHW,back,band,traps,band_shrug,back,bands,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
998,band side triceps extension,https://v2.exercisedb.io/image/gQFCfkr8GVtTPk,upper arms,band,triceps,band_side_triceps_extension,upper_arms,bands,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
999,band single leg calf raise,https://v2.exercisedb.io/image/tgDhZRp45npWII,lower legs,band,calves,band_single_leg_calf_raise,lower legs,bands,upper_legs,general,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1000,band single leg reverse calf raise,https://v2.exercisedb.io/image/r1buBLtWssfNHS,lower legs,band,calves,band_single_leg_reverse_calf_raise,lower legs,bands,upper_legs,general,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1001,band single leg split squat,https://v2.exercisedb.io/image/Jze8NwBbLSDIZZ,upper legs,band,quads,band_single_leg_split_squat,upper_legs,bands,upper_legs,lower_body,strength,TRUE,FALSE,beginner,4,9,40,90,180,3,4,5,08-12,06-10,04-08,570
1004,band squat,https://v2.exercisedb.io/image/q4FL9Trsd5OkqN,upper legs,band,glutes,band_squat,upper_legs,bands,upper_legs,lower_body,strength,TRUE,FALSE,beginner,4,9,40,90,180,3,4,5,08-12,06-10,04-08,570
1003,band squat row,https://v2.exercisedb.io/image/q2OJw-nM7CbrZH,upper legs,band,glutes,band_squat_row,upper_legs,bands,upper_legs,lower_body,strength,TRUE,FALSE,beginner,4,9,40,90,180,3,4,5,08-12,06-10,04-08,570
1005,band standing crunch,https://v2.exercisedb.io/image/I6hEzMwZTJ3cK6,waist,band,abs,band_standing_crunch,waist,bands,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
1022,band standing rear delt row,https://v2.exercisedb.io/image/o1qy67cXNqa0S-,shoulders,band,delts,band_standing_rear_delt_row,shoulders,bands,shoulders,upper_body,strength,TRUE,FALSE,beginner,4,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1007,band standing twisting crunch,https://v2.exercisedb.io/image/RFUpTNecnV1Lf2,waist,band,abs,band_standing_twisting_crunch,waist,bands,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
1008,band step-up,https://v2.exercisedb.io/image/zH7DX4CLRAwoeC,upper legs,band,glutes,band_step_up,upper_legs,bands,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1009,band stiff leg deadlift,https://v2.exercisedb.io/image/7MfPfp8eGOf20b,upper legs,band,glutes,band_stiff_leg_deadlift,upper_legs,bands,upper_legs,lower_body,strength,TRUE,FALSE,beginner,4,9,40,90,180,3,4,5,08-12,06-10,04-08,570
1023,band straight back stiff leg deadlift,https://v2.exercisedb.io/image/-fu7t-VS0wvwEi,upper legs,band,glutes,band_straight_back_stiff_leg_deadlift,upper_legs,bands,upper_legs,lower_body,strength,TRUE,FALSE,beginner,4,9,40,90,180,3,4,5,08-12,06-10,04-08,570
1010,band straight leg deadlift,https://v2.exercisedb.io/image/jCOHzNC9plpuTI,back,band,spine,band_straight_leg_deadlift,back,bands,back,upper_body,strength,TRUE,FALSE,beginner,4,9,40,90,180,3,4,5,08-12,06-10,04-08,570
1012,band twisting overhead press,https://v2.exercisedb.io/image/m0lAHOlsngHQ93,shoulders,band,delts,band_twisting_overhead_press,shoulders,bands,shoulders,upper_body,strength,TRUE,FALSE,beginner,4,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1369,band two legs calf raise - (band under both legs) v. 2,https://v2.exercisedb.io/image/TrXQWKtgFRJuDh,lower legs,band,calves,band_two_legs_calf_raise_band_under_both_legs_v_2,lower legs,bands,upper_legs,general,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1013,band underhand pulldown,https://v2.exercisedb.io/image/5O7tgl6-56IKmG,back,band,lats,band_underhand_pulldown,back,bands,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1014,band v-up,https://v2.exercisedb.io/image/ePwIwwQWmM7zZX,waist,band,abs,band_v_up,waist,bands,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
1015,band vertical pallof press,https://v2.exercisedb.io/image/vTLs3CG4iTTQBQ,waist,band,abs,band_vertical_pallof_press,waist,bands,waist,core,core,TRUE,FALSE,beginner,4,7,40,30,60,2,3,3,10-15,10-20,12-25,200
1016,band wrist curl,https://v2.exercisedb.io/image/RQUBteDgupiwgl,lower arms,band,forearms,band_wrist_curl,lower_arms,bands,lower_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1017,band y-raise,https://v2.exercisedb.io/image/yOoEhSesU5SZRU,shoulders,band,delts,band_y_raise,shoulders,bands,shoulders,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
23,barbell alternate biceps curl,https://v2.exercisedb.io/image/6eatsU45zhybk2,upper arms,barbell,biceps,barbell_alternate_biceps_curl,upper_arms,barbell,upper_arms,upper_body,strength,FALSE,FALSE,intermediate,5,3,35,60,60,2,3,4,10-15,08-12,08-12,250
24,barbell bench front squat,https://v2.exercisedb.io/image/74DX1mCZgri99f,upper legs,barbell,quads,barbell_bench_front_squat,upper_legs,barbell,upper_legs,lower_body,strength,TRUE,FALSE,intermediate,6,9,40,90,180,3,4,5,08-12,06-10,04-08,570
25,barbell bench press,https://v2.exercisedb.io/image/ZZPby9wkLJSFcL,chest,barbell,pectorals,barbell_bench_press,chest,barbell,chest,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
26,barbell bench squat,https://v2.exercisedb.io/image/RaH8qnuehbXUKO,upper legs,barbell,quads,barbell_bench_squat,upper_legs,barbell,upper_legs,lower_body,strength,TRUE,FALSE,intermediate,6,9,40,90,180,3,4,5,08-12,06-10,04-08,570
1316,barbell bent arm pullover,https://v2.exercisedb.io/image/w3qIda45giizel,back,barbell,lats,barbell_bent_arm_pullover,back,barbell,back,upper_body,strength,FALSE,FALSE,intermediate,5,3,35,60,60,2,3,4,10-15,08-12,08-12,250
27,barbell bent over row,https://v2.exercisedb.io/image/HFEaRFQkIRd9Os,back,barbell,upper back,barbell_bent_over_row,back,barbell,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
2407,barbell biceps curl (with arm blaster),https://v2.exercisedb.io/image/bSVvbQjgnpyYu7,upper arms,barbell,biceps,barbell_biceps_curl_with_arm_blaster,upper_arms,barbell,upper_arms,upper_body,strength,FALSE,FALSE,intermediate,5,3,35,60,60,2,3,4,10-15,08-12,08-12,250
28,barbell clean and press,https://v2.exercisedb.io/image/HP-t40T1wc-jaC,upper legs,barbell,quads,barbell_clean_and_press,upper_legs,barbell,upper_legs,lower_body,strength,TRUE,FALSE,advanced,9,7,40,90,180,3,4,5,08-12,06-10,04-08,570
29,barbell clean-grip front squat,https://v2.exercisedb.io/image/tKYA7teBzUdvMw,upper legs,barbell,glutes,barbell_clean_grip_front_squat,upper_legs,barbell,upper_legs,lower_body,strength,TRUE,FALSE,advanced,9,9,40,90,180,3,4,5,08-12,06-10,04-08,570
30,barbell close-grip bench press,https://v2.exercisedb.io/image/6RZyXFI5XsIg8-,upper arms,barbell,triceps,barbell_close_grip_bench_press,upper_arms,barbell,upper_arms,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
31,barbell curl,https://v2.exercisedb.io/image/ObboNJAEiU1WS8,upper arms,barbell,biceps,barbell_curl,upper_arms,barbell,upper_arms,upper_body,strength,FALSE,FALSE,intermediate,5,3,35,60,60,2,3,4,10-15,08-12,08-12,250
