id,name_display,gif_url,body_part_raw,equipment_raw,target_raw,name_norm,body_part_group,equipment_group,target_group,movement_pattern,exercise_type,compound,unilateral,experience_min,skill_score,fatigue_score,time_per_set_sec,rest_time_sec,warmup_time_sec,default_sets_beginner,default_sets_intermediate,default_sets_advanced,default_reps_beginner,default_reps_intermediate,default_reps_advanced,estimated_total_time_beginner_sec
1265,cable one arm incline press,https://v2.exercisedb.io/image/SRtCDic4YqpEOA,chest,cable,pectorals,cable_one_arm_incline_press,chest,cable,chest,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1266,cable one arm incline press on exercise ball,https://v2.exercisedb.io/image/FJcUN9IVnFJOg1,chest,cable,pectorals,cable_one_arm_incline_press_on_exercise_ball,chest,cable,chest,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
191,cable one arm lateral bent-over,https://v2.exercisedb.io/image/uI9ak7uv7zb6zS,chest,cable,pectorals,cable_one_arm_lateral_bent_over,chest,cable,chest,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
192,cable one arm lateral raise,https://v2.exercisedb.io/image/DxBlrsfipg2Efv,shoulders,cable,delts,cable_one_arm_lateral_raise,shoulders,cable,shoulders,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1633,cable one arm preacher curl,https://v2.exercisedb.io/image/XFFjBWb1T-DEY-,upper arms,cable,biceps,cable_one_arm_preacher_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1267,cable one arm press on exercise ball,https://v2.exercisedb.io/image/cUrHHMzL9ks1Zw,chest,cable,pectorals,cable_one_arm_press_on_exercise_ball,chest,cable,chest,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
3563,cable one arm pulldown,https://v2.exercisedb.io/image/MuN76A98uyNh6t,back,cable,lats,cable_one_arm_pulldown,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1635,cable one arm reverse preacher curl,https://v2.exercisedb.io/image/jyN-9TumTSHYdf,upper arms,cable,biceps,cable_one_arm_reverse_preacher_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
193,cable one arm straight back high row (kneeling),https://v2.exercisedb.io/image/VhWbyPYADZboZ7,back,cable,upper back,cable_one_arm_straight_back_high_row_kneeling,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1723,cable one arm tricep pushdown,https://v2.exercisedb.io/image/vzxcSOnKdP4jQa,upper arms,cable,triceps,cable_one_arm_tricep_pushdown,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1636,cable overhead curl,https://v2.exercisedb.io/image/sMUmIZLzv4bkfU,upper arms,cable,biceps,cable_overhead_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1637,cable overhead curl on exercise ball,https://v2.exercisedb.io/image/f8dNDgJJ9ypi4D,upper arms,cable,biceps,cable_overhead_curl_on_exercise_ball,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
194,cable overhead triceps extension (rope attachment),https://v2.exercisedb.io/image/jsqeNCytidz9kW,upper arms,cable,triceps,cable_overhead_triceps_extension_rope_attachment,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1319,cable palm rotational row,https://v2.exercisedb.io/image/I69DIBeSb2bC6C,back,cable,upper back,cable_palm_rotational_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
195,cable preacher curl,https://v2.exercisedb.io/image/WDO6RBs31N1jM0,upper arms,cable,biceps,cable_preacher_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1268,cable press on exercise ball,https://v2.exercisedb.io/image/ivvGq0xBFjUqs6,chest,cable,pectorals,cable_press_on_exercise_ball,chest,cable,chest,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
196,cable pull through (with rope),https://v2.exercisedb.io/image/JLjxDa2xLprqCT,upper legs,cable,glutes,cable_pull_through_with_rope,upper_legs,cable,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
198,cable pulldown,https://v2.exercisedb.io/image/ruNpEXioi95im4,back,cable,lats,cable_pulldown,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
197,cable pulldown (pro lat bar),https://v2.exercisedb.io/image/Wod7OThbqbXRL4,back,cable,lats,cable_pulldown_pro_lat_bar,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1638,cable pulldown bicep curl,https://v2.exercisedb.io/image/fJrauq7ZpRgrjH,upper arms,cable,biceps,cable_pulldown_bicep_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
201,cable pushdown,https://v2.exercisedb.io/image/q49camYFYmZGG6,upper arms,cable,triceps,cable_pushdown,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
199,cable pushdown (straight arm) v. 2,https://v2.exercisedb.io/image/LIBuJmJWhtWoMn,back,cable,lats,cable_pushdown_straight_arm_v_2,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
200,cable pushdown (with rope attachment),https://v2.exercisedb.io/image/rGZq2ZWhXYX-I-,upper arms,cable,triceps,cable_pushdown_with_rope_attachment,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
202,cable rear delt row (stirrups),https://v2.exercisedb.io/image/rk2fAbDmHPZm65,shoulders,cable,delts,cable_rear_delt_row_stirrups,shoulders,cable,shoulders,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
203,cable rear delt row (with rope),https://v2.exercisedb.io/image/rtIXHUyOgE-k-V,shoulders,cable,delts,cable_rear_delt_row_with_rope,shoulders,cable,shoulders,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
204,cable rear drive,https://v2.exercisedb.io/image/EsxPfvhlVPIdEe,upper arms,cable,triceps,cable_rear_drive,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
205,cable rear pulldown,https://v2.exercisedb.io/image/YZCX8q9epBv7mT,back,cable,lats,cable_rear_pulldown,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
873,cable reverse crunch,https://v2.exercisedb.io/image/wqMfeJQuZ2DHLF,waist,cable,abs,cable_reverse_crunch,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
206,cable reverse curl,https://v2.exercisedb.io/image/XmVP79d3Xknaq5,upper arms,cable,biceps,cable_reverse_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
2406,cable reverse grip triceps pushdown (sz-bar) (with arm blaster),https://v2.exercisedb.io/image/DzRyKj2rwY3liD,upper arms,cable,triceps,cable_reverse_grip_triceps_pushdown_sz_bar_with_arm_blaster,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1413,cable reverse one arm curl,https://v2.exercisedb.io/image/XvZALij-zXJOuD,upper arms,cable,biceps,cable_reverse_one_arm_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
209,cable reverse preacher curl,https://v2.exercisedb.io/image/9otST4G8pKkztB,upper arms,cable,biceps,cable_reverse_preacher_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
210,cable reverse wrist curl,https://v2.exercisedb.io/image/HCsVvGDiMqZ5vT,lower arms,cable,forearms,cable_reverse_wrist_curl,lower_arms,cable,lower_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
207,cable reverse-grip pushdown,https://v2.exercisedb.io/image/V7eW9AJZ78WNkG,upper arms,cable,triceps,cable_reverse_grip_pushdown,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
208,cable reverse-grip straight back seated high row,https://v2.exercisedb.io/image/ii2ZR6z2Ufyuif,back,cable,upper back,cable_reverse_grip_straight_back_seated_high_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1320,cable rope crossover seated row,https://v2.exercisedb.io/image/oaqSTQfGdDThx7,back,cable,upper back,cable_rope_crossover_seated_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1321,cable rope elevated seated row,https://v2.exercisedb.io/image/Hi656moZXQfLPf,back,cable,upper back,cable_rope_elevated_seated_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1322,cable rope extension incline bench row,https://v2.exercisedb.io/image/sfjPvkNLRvMeqI,back,cable,upper back,cable_rope_extension_incline_bench_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1639,cable rope hammer preacher curl,https://v2.exercisedb.io/image/NrF7oUn4XAdwZe,upper arms,cable,biceps,cable_rope_hammer_preacher_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1724,cable rope high pulley overhead tricep extension,https://v2.exercisedb.io/image/dq7jdvLQZrQu10,upper arms,cable,triceps,cable_rope_high_pulley_overhead_tricep_extension,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1725,cable rope incline tricep extension,https://v2.exercisedb.io/image/ARAAqrrbvU7b5m,upper arms,cable,triceps,cable_rope_incline_tricep_extension,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,intermediate,5,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1726,cable rope lying on floor tricep extension,https://v2.exercisedb.io/image/D8cwCal6fCN0CJ,upper arms,cable,triceps,cable_rope_lying_on_floor_tricep_extension,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1640,cable rope one arm hammer preacher curl,https://v2.exercisedb.io/image/ljBFpvdvoQeaEk,upper arms,cable,biceps,cable_rope_one_arm_hammer_preacher_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1323,cable rope seated row,https://v2.exercisedb.io/image/bmn8RfM-HL20-q,back,cable,upper back,cable_rope_seated_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
211,cable russian twists (on stability ball),https://v2.exercisedb.io/image/rSdwo7Mi8ium5r,waist,cable,abs,cable_russian_twists_on_stability_ball,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
2144,cable seated chest press,https://v2.exercisedb.io/image/tUvgNnTjor29-I,chest,cable,pectorals,cable_seated_chest_press,chest,cable,chest,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
212,cable seated crunch,https://v2.exercisedb.io/image/fr9ByFF5kfRzqU,waist,cable,abs,cable_seated_crunch,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
1641,cable seated curl,https://v2.exercisedb.io/image/xey0vvaYE8xhNb,upper arms,cable,biceps,cable_seated_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
213,cable seated high row (v-bar),https://v2.exercisedb.io/image/yhwESahZqcvlwm,back,cable,lats,cable_seated_high_row_v_bar,back,cable,back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
214,cable seated one arm alternate row,https://v2.exercisedb.io/image/yHk-s2eTGu2dBO,back,cable,upper back,cable_seated_one_arm_alternate_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1642,cable seated one arm concentration curl,https://v2.exercisedb.io/image/7NuOWchHy7JjSC,upper arms,cable,biceps,cable_seated_one_arm_concentration_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1643,cable seated overhead curl,https://v2.exercisedb.io/image/isL7HK7Elj391V,upper arms,cable,biceps,cable_seated_overhead_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
215,cable seated rear lateral raise,https://v2.exercisedb.io/image/u5fdyZ9niDfv7L,shoulders,cable,delts,cable_seated_rear_lateral_raise,shoulders,cable,shoulders,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
861,cable seated row,https://v2.exercisedb.io/image/BVxwoU5JW7GV3V,back,cable,upper back,cable_seated_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
216,cable seated shoulder internal rotation,https://v2.exercisedb.io/image/kKJofwzjyR21FT,shoulders,cable,delts,cable_seated_shoulder_internal_rotation,shoulders,cable,shoulders,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
2399,cable seated twist,https://v2.exercisedb.io/image/Es9xCodzUk7Jei,waist,cable,abs,cable_seated_twist,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
218,cable seated wide-grip row,https://v2.exercisedb.io/image/--LakZKHL47y0i,back,cable,upper back,cable_seated_wide_grip_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
219,cable shoulder press,https://v2.exercisedb.io/image/Mf1pEAquhLHgP-,shoulders,cable,delts,cable_shoulder_press,shoulders,cable,shoulders,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
220,cable shrug,https://v2.exercisedb.io/image/ljHT5Z9x7S0DWj,back,cable,traps,cable_shrug,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
222,cable side bend,https://v2.exercisedb.io/image/m0Za9UbMD9Mi2a,waist,cable,abs,cable_side_bend,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
221,cable side bend crunch (bosu ball),https://v2.exercisedb.io/image/GAHMVfNVaMYYur,waist,cable,abs,cable_side_bend_crunch_bosu_ball,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
223,cable side crunch,https://v2.exercisedb.io/image/7T2CigqmOMNAsM,waist,cable,abs,cable_side_crunch,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
1717,cable squat row (with rope attachment),https://v2.exercisedb.io/image/xNZMKt9wwSiEkp,back,cable,lats,cable_squat_row_with_rope_attachment,back,cable,back,upper_body,strength,TRUE,FALSE,intermediate,6,9,40,90,180,3,4,5,08-12,06-10,04-08,570
1644,cable squatting curl,https://v2.exercisedb.io/image/ULJnwknCpqNCwt,upper arms,cable,biceps,cable_squatting_curl,upper_arms,cable,upper_arms,upper_body,strength,TRUE,FALSE,intermediate,6,9,40,90,180,3,4,5,08-12,06-10,04-08,570
224,cable standing back wrist curl,https://v2.exercisedb.io/image/gB1FEHuT0bkkvF,lower arms,cable,forearms,cable_standing_back_wrist_curl,lower_arms,cable,lower_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1375,cable standing calf raise,https://v2.exercisedb.io/image/6COY3X2L9nJwVC,lower legs,cable,calves,cable_standing_calf_raise,lower legs,cable,upper_legs,general,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
225,cable standing cross-over high reverse fly,https://v2.exercisedb.io/image/bgiLIhmYN1PzFY,shoulders,cable,delts,cable_standing_cross_over_high_reverse_fly,shoulders,cable,shoulders,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
226,cable standing crunch,https://v2.exercisedb.io/image/6vcsIHJjl3DC-1,waist,cable,abs,cable_standing_crunch,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
874,cable standing crunch (with rope attachment),https://v2.exercisedb.io/image/khGq2slXxTjXm2,waist,cable,abs,cable_standing_crunch_with_rope_attachment,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
227,cable standing fly,https://v2.exercisedb.io/image/jnWrg6rMWjsOf7,chest,cable,pectorals,cable_standing_fly,chest,cable,chest,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
228,cable standing hip extension,https://v2.exercisedb.io/image/ltwb9mBSdKGwDk,upper legs,cable,glutes,cable_standing_hip_extension,upper_legs,cable,upper_legs,lower_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
229,cable standing inner curl,https://v2.exercisedb.io/image/Eg17oGpzM7xxZw,upper arms,cable,biceps,cable_standing_inner_curl,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
230,cable standing lift,https://v2.exercisedb.io/image/mPqVPNXPYgNzD8,waist,cable,abs,cable_standing_lift,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
231,cable standing one arm triceps extension,https://v2.exercisedb.io/image/DdF36tCIYFjnHt,upper arms,cable,triceps,cable_standing_one_arm_triceps_extension,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1376,cable standing one leg calf raise,https://v2.exercisedb.io/image/X44ZHrp0MIzCeT,lower legs,cable,calves,cable_standing_one_leg_calf_raise,lower legs,cable,upper_legs,general,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
232,cable standing pulldown (with rope),https://v2.exercisedb.io/image/bPIcTItyj7lJ78,upper arms,cable,biceps,cable_standing_pulldown_with_rope,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
233,cable standing rear delt row (with rope),https://v2.exercisedb.io/image/mxUN6ey-x5qjMG,shoulders,cable,delts,cable_standing_rear_delt_row_with_rope,shoulders,cable,shoulders,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1727,cable standing reverse grip one arm overhead tricep extension,https://v2.exercisedb.io/image/mNuPPFnWrHPKUO,upper arms,cable,triceps,cable_standing_reverse_grip_one_arm_overhead_tricep_extension,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
234,cable standing row (v-bar),https://v2.exercisedb.io/image/ovMWH86YC0hiCM,back,cable,upper back,cable_standing_row_v_bar,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
235,cable standing shoulder external rotation,https://v2.exercisedb.io/image/gRKkvpaxlWcn4z,shoulders,cable,delts,cable_standing_shoulder_external_rotation,shoulders,cable,shoulders,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
236,cable standing twist row (v-bar),https://v2.exercisedb.io/image/wgV-wLYw2WIGwx,back,cable,upper back,cable_standing_twist_row_v_bar,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1269,cable standing up straight crossovers,https://v2.exercisedb.io/image/E9BXh2JK52ZhtU,chest,cable,pectorals,cable_standing_up_straight_crossovers,chest,cable,chest,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
238,cable straight arm pulldown,https://v2.exercisedb.io/image/mBrejqupGSrAGv,back,cable,lats,cable_straight_arm_pulldown,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
237,cable straight arm pulldown (with rope),https://v2.exercisedb.io/image/oRTWA9mFJhAnip,back,cable,lats,cable_straight_arm_pulldown_with_rope,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
239,cable straight back seated row,https://v2.exercisedb.io/image/t-hAvilvdY52Xp,back,cable,upper back,cable_straight_back_seated_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
240,cable supine reverse fly,https://v2.exercisedb.io/image/z8ovCHKO6hi4Zd,shoulders,cable,delts,cable_supine_reverse_fly,shoulders,cable,shoulders,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
2464,cable thibaudeau kayak row,https://v2.exercisedb.io/image/6wL8hfj6FF4qdO,back,cable,lats,cable_thibaudeau_kayak_row,back,cable,back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
241,cable triceps pushdown (v-bar),https://v2.exercisedb.io/image/JgLbmRTX2ptBre,upper arms,cable,triceps,cable_triceps_pushdown_v_bar,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
2405,cable triceps pushdown (v-bar) (with arm blaster),https://v2.exercisedb.io/image/P3hN3PakLA0c4o,upper arms,cable,triceps,cable_triceps_pushdown_v_bar_with_arm_blaster,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
242,cable tuck reverse crunch,https://v2.exercisedb.io/image/dOnRxFvrBvBdWB,waist,cable,abs,cable_tuck_reverse_crunch,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
243,cable twist,https://v2.exercisedb.io/image/3TU49Sm3mGzTrx,waist,cable,abs,cable_twist,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
862,cable twist (up-down),https://v2.exercisedb.io/image/3bxM4MKAiplXn5,waist,cable,abs,cable_twist_up_down,waist,cable,waist,core,core,FALSE,FALSE,beginner,3,3,40,30,60,2,3,3,10-15,10-20,12-25,200
244,cable twisting pull,https://v2.exercisedb.io/image/vMECjyPBrrV-aL,back,cable,lats,cable_twisting_pull,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1645,cable two arm curl on incline bench,https://v2.exercisedb.io/image/87HgOccT3kGobu,upper arms,cable,biceps,cable_two_arm_curl_on_incline_bench,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,intermediate,5,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1728,cable two arm tricep kickback,https://v2.exercisedb.io/image/STjqGakeE6UrHj,upper arms,cable,triceps,cable_two_arm_tricep_kickback,upper_arms,cable,upper_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
245,cable underhand pulldown,https://v2.exercisedb.io/image/SRhtnRcHGchpMd,back,cable,lats,cable_underhand_pulldown,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1270,cable upper chest crossovers,https://v2.exercisedb.io/image/JEOrEr60E0en7m,chest,cable,pectorals,cable_upper_chest_crossovers,chest,cable,chest,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1324,cable upper row,https://v2.exercisedb.io/image/sP7IyJpOOFVSgE,back,cable,upper back,cable_upper_row,back,cable,upper back,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
246,cable upright row,https://v2.exercisedb.io/image/8D-1WXtJuuD06M,shoulders,cable,delts,cable_upright_row,shoulders,cable,shoulders,upper_body,strength,TRUE,FALSE,intermediate,6,7,40,90,180,3,4,5,08-12,06-10,04-08,570
1325,cable wide grip rear pulldown behind neck,https://v2.exercisedb.io/image/fgAb67Vv2LDwo6,back,cable,lats,cable_wide_grip_rear_pulldown_behind_neck,back,cable,back,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
247,cable wrist curl,https://v2.exercisedb.io/image/2uBCa6ldddLJCf,lower arms,cable,forearms,cable_wrist_curl,lower_arms,cable,lower_arms,upper_body,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1407,calf push stretch with hands against wall,https://v2.exercisedb.io/image/h5FdrEaBuW2pUr,lower legs,body weight,calves,calf_push_stretch_with_hands_against_wall,lower legs,bodyweight,upper_legs,general,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1377,calf stretch with hands against wall,https://v2.exercisedb.io/image/y3RY1ScmzzMws0,lower legs,body weight,calves,calf_stretch_with_hands_against_wall,lower legs,bodyweight,upper_legs,general,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
1378,calf stretch with rope,https://v2.exercisedb.io/image/4FPJRIYTR-RpTN,lower legs,rope,calves,calf_stretch_with_rope,lower legs,rope,upper_legs,general,strength,FALSE,FALSE,beginner,3,3,35,60,60,2,3,4,10-15,08-12,08-12,250
